0	1.0 1.0
25 16 31 42	0.11486486486486487 0.07092198581560284
25 16 32 18	0.23529411764705882 0.09219858156028368
25 16 33 0	0.2475 0.2198581560283688
25 16 34 38	0.09664694280078895 0.14184397163120568
25 16 36 41	0.10366624525916561 0.14184397163120568
25 16 39	0.04990757855822551 0.09929078014184398
25 16 41 36	0.050030138637733576 0.12056737588652482
25 16 45 0	0.3761467889908257 0.12056737588652482
25 17 43 18	0.06976744186046512 0.02127659574468085
25 18	0.02040816326530612 0.0070921985815602835
25 18 15 27	0.08641975308641975 0.03546099290780142
25 18 41 9	0.024282560706401765 0.05673758865248227
25 18 45	0.43333333333333335 0.07801418439716312
25 19 0 1	0.26956521739130435 0.09219858156028368
25 19 26 0	0.23267326732673269 0.11347517730496454
25 19 34	0.12 0.09219858156028368
25 20 13	0.125 0.014184397163120567
25 20 18	0.6666666666666666 0.014184397163120567
25 25 12	0.16304347826086957 0.07801418439716312
25 25 14 38	0.07874015748031496 0.06382978723404255
25 25 31 18	0.1743119266055046 0.07092198581560284
25 25 31 43	0.15463917525773196 0.07801418439716312
25 25 37	0.06153846153846154 0.028368794326241134
25 26 12 0	0.16428571428571428 0.10638297872340426
25 26 13 41	0.006256517205422315 0.0070921985815602835
25 26 36 1	0.18571428571428572 0.0425531914893617
25 26 42	0.11864406779661017 0.07801418439716312
25 27 0 41	0.1417910447761194 0.15602836879432624
25 27 3	0.16 0.07801418439716312
25 27 4 5	0.13432835820895522 0.0425531914893617
25 27 29 11	0.18292682926829268 0.07801418439716312
25 28 6 12	0.1152073732718894 0.06382978723404255
25 28 13 15	0.12 0.014184397163120567
25 28 20	0.3103448275862069 0.05673758865248227
25 28 31 34	0.128992628992629 0.2127659574468085
25 28 35 38	0.05519480519480519 0.05673758865248227
25 28 38	0.08196721311475409 0.02127659574468085
25 28 41 0	0.1918238993710692 0.16312056737588654
25 28 45	0.2571428571428571 0.0425531914893617
25 29 8 1	0.16 0.09219858156028368
25 29 13	0.1044776119402985 0.028368794326241134
25 29 18	0.4146341463414634 0.07801418439716312
25 30	0.14960629921259844 0.10638297872340426
25 30 1	0.14634146341463414 0.1276595744680851
25 30 6 13	0.03225806451612903 0.04964539007092199
25 30 11 30	0.19770114942528735 0.16312056737588654
25 30 16 41	0.09816440542697526 0.2553191489361702
25 30 25 0	0.32991202346041054 0.2695035460992908
25 30 26 1	0.11154791154791155 0.2198581560283688
25 30 30	0.1572052401746725 0.1347517730496454
25 30 32 41	0.018145161290322582 0.07092198581560284
25 30 39	0.00267379679144385 0.0070921985815602835
25 30 41 41	0.11375 0.24822695035460993
25 31 11 14	0.1475 0.0851063829787234
25 31 14	0.10471204188481675 0.1347517730496454
25 31 35 16	0.049930651872399444 0.10638297872340426
25 31 41 12	0.023835319609967497 0.07092198581560284
25 31 43 30	0.04081632653061224 0.07092198581560284
25 32 44	0.14285714285714285 0.0070921985815602835
25 33 5 38	0.07335907335907337 0.06382978723404255
25 33 8 30	0.11341632088520055 0.12056737588652482
25 33 12 14	0.15283842794759825 0.1276595744680851
25 33 18	0.25 0.0425531914893617
25 33 30 13	0.05309734513274336 0.0425531914893617
25 33 45	0.11764705882352941 0.014184397163120567
25 34	0.005025125628140704 0.0070921985815602835
25 34 0	0.4098360655737705 0.2553191489361702
25 34 9	0.024746906636670417 0.05673758865248227
25 34 12	0.10247349823321555 0.11347517730496454
25 34 19	0.08571428571428572 0.05673758865248227
25 34 25	0.047961630695443645 0.05673758865248227
25 34 26 0	0.30781758957654726 0.2765957446808511
25 34 31 27	0.042328042328042326 0.04964539007092199
25 34 32	0.02894736842105263 0.0425531914893617
25 34 34 26	0.07079646017699115 0.10638297872340426
25 34 34 30	0.2076167076167076 0.2198581560283688
25 34 38	0.0031645569620253164 0.0070921985815602835
25 34 39 14	0.02745995423340961 0.1702127659574468
25 35 10 30	0.22465753424657534 0.09929078014184398
25 35 15	0.023255813953488372 0.0070921985815602835
25 35 16 31	0.02320185614849188 0.05673758865248227
25 35 30 1	0.20642201834862386 0.10638297872340426
25 35 35 11	0.4461538461538462 0.0425531914893617
25 35 40	0.08695652173913043 0.014184397163120567
25 36	0.07272727272727272 0.028368794326241134
25 36 25 34	0.11738148984198646 0.09929078014184398
25 37 0	0.1925925925925926 0.10638297872340426
25 37 1 0	0.352 0.14184397163120568
25 37 2 14	0.17052023121387283 0.11347517730496454
25 37 8 16	0.08669354838709678 0.10638297872340426
25 37 11 44	0.16363636363636364 0.03546099290780142
25 37 37	0.0380952380952381 0.0425531914893617
25 37 41	0.008849557522123894 0.0070921985815602835
25 37 43 14	0.24 0.0851063829787234
25 38 6 34	0.09341825902335456 0.09929078014184398
25 38 13	0.04330708661417323 0.04964539007092199
25 38 14 19	0.10071942446043165 0.07092198581560284
25 38 16 9	0.013636363636363636 0.028368794326241134
25 38 18	0.31451612903225806 0.09219858156028368
25 38 18 1	0.23493975903614459 0.09219858156028368
25 38 38	0.046511627906976744 0.05673758865248227
25 39 7 43	0.11923076923076924 0.07092198581560284
25 39 9 38	0.040268456375838924 0.05673758865248227
25 39 9 45	0.09174311926605505 0.028368794326241134
25 39 14	0.06378132118451026 0.0851063829787234
25 39 14 0	0.17606330365974282 0.10638297872340426
25 39 14 1	0.08536585365853659 0.09219858156028368
25 39 16 44	0.008032128514056224 0.014184397163120567
25 39 31	0.017241379310344827 0.028368794326241134
25 39 31 26	0.019027484143763214 0.028368794326241134
25 39 39	0.0313588850174216 0.0425531914893617
25 39 41 40	0.009554140127388535 0.0070921985815602835
25 40	0.0625 0.014184397163120567
25 40 15 30	0.13333333333333333 0.0425531914893617
25 40 30	0.2608695652173913 0.07801418439716312
25 41	0.004132231404958678 0.0070921985815602835
25 41 2 12	0.06725663716814159 0.07801418439716312
25 41 8 32	0.043795620437956206 0.05673758865248227
25 41 14	0.20964749536178107 0.2624113475177305
25 41 16	0.03489439853076217 0.16312056737588654
25 41 27 0	0.32281205164992827 0.2624113475177305
25 41 31 0	0.07218683651804671 0.11347517730496454
25 41 39	0.02533783783783784 0.09219858156028368
25 41 41	0.11419068736141907 0.2624113475177305
25 41 41 30	0.18278301886792453 0.2765957446808511
25 42	0.13095238095238096 0.07092198581560284
25 42 1	0.3 0.10638297872340426
25 42 15 30	0.1134020618556701 0.03546099290780142
25 42 17 42	0.11482558139534883 0.10638297872340426
25 42 28 28	0.019337016574585635 0.02127659574468085
25 42 30	0.21311475409836064 0.12056737588652482
25 42 41 26	0.002785515320334262 0.0070921985815602835
25 43 13	0.09433962264150944 0.03546099290780142
25 43 18 30	0.188470066518847 0.1773049645390071
25 43 38	0.06896551724137931 0.02127659574468085
25 43 43	0.08421052631578947 0.04964539007092199
25 44 0	0.20634920634920634 0.05673758865248227
25 44 34	0.08235294117647059 0.07801418439716312
25 48 8	0.375 0.02127659574468085
26 0	0.2777777777777778 0.2907801418439716
26 0 1	0.3550488599348534 0.3191489361702128
26 0 2 28	0.039473684210526314 0.03546099290780142
26 0 5	0.10393873085339168 0.20567375886524822
26 0 6 31	0.0690527838033261 0.3333333333333333
26 0 8 3	0.06846846846846846 0.06382978723404255
26 0 8 18	0.1912568306010929 0.09219858156028368
26 0 13 38	0.09794238683127572 0.2765957446808511
26 0 15 35	0.225 0.0425531914893617
26 0 17 1	0.06326034063260341 0.12056737588652482
26 0 25 19	0.05844155844155844 0.1347517730496454
26 0 25 34	0.14008476466651795 0.46099290780141844
26 0 26	0.08783783783783784 0.2127659574468085
26 0 26 11	0.1282051282051282 0.19148936170212766
26 0 28 3	0.1870748299319728 0.2624113475177305
26 0 30	0.16539923954372623 0.2695035460992908
26 0 30 1	0.30278884462151395 0.23404255319148937
26 0 33 31	0.020684736091298145 0.07801418439716312
26 0 38 43	0.20748829953198128 0.23404255319148937
26 0 39 14	0.2206609419724174 0.48226950354609927
26 0 39 41	0.10093610093610093 0.4326241134751773
26 0 42	0.16666666666666666 0.03546099290780142
26 0 44 0	0.44047619047619047 0.22695035460992907
26 1	0.0056022408963585435 0.014184397163120567
26 1 0	0.5263908701854494 0.5106382978723404
26 1 3 41	0.08706070287539937 0.24113475177304963
26 1 5 34	0.14561700072446268 0.3829787234042553
26 1 7 1	0.2713178294573643 0.2765957446808511
26 1 7 36	0.03985507246376811 0.09219858156028368
26 1 9 34	0.012048192771084338 0.15602836879432624
26 1 16 14	0.017632994620442318 0.19148936170212766
26 1 18 13	0.02696078431372549 0.05673758865248227
26 1 25	0.020242914979757085 0.07801418439716312
26 1 30	0.011597938144329897 0.06382978723404255
26 1 34	0.13463035019455252 0.3404255319148936
26 2 3 12	0.12039312039312039 0.14184397163120568
26 2 8 19	0.06018518518518518 0.04964539007092199
26 2 13 34	0.15911485774499473 0.2907801418439716
26 2 14	0.19154929577464788 0.2695035460992908
26 2 16	0.03164556962025317 0.06382978723404255
26 2 31	0.04223433242506812 0.14184397163120568
26 2 35 14	0.21905274488697524 0.41134751773049644
26 2 36 14	0.10810810810810811 0.04964539007092199
26 2 41	0.10975609756097561 0.24113475177304963
26 2 41 36	0.007612456747404845 0.0425531914893617
26 3 0 39	0.019855595667870037 0.07092198581560284
26 3 9 13	0.1225 0.23404255319148937
26 3 14	0.13993174061433447 0.18439716312056736
26 3 31	0.08061002178649238 0.14184397163120568
26 3 31 11	0.1328125 0.1702127659574468
26 3 33 9	0.022813688212927757 0.02127659574468085
26 3 34 3	0.05187319884726225 0.07801418439716312
26 4 3 0	0.27411167512690354 0.24113475177304963
26 4 12 38	0.10941475826972011 0.16312056737588654
26 4 13 34	0.13033175355450238 0.14184397163120568
26 4 14	0.2413793103448276 0.19858156028368795
26 4 30 41	0.1782178217821782 0.2127659574468085
26 4 31 40	0.05017921146953405 0.04964539007092199
26 4 35 39	0.03940886699507389 0.07801418439716312
26 4 40 14	0.17307692307692307 0.1347517730496454
26 4 41	0.15633423180592992 0.19858156028368795
26 5 0	0.24916943521594684 0.28368794326241137
26 5 1 0	0.3415061295971979 0.40425531914893614
26 5 3 16	0.06901408450704226 0.20567375886524822
26 5 5 0	0.28493150684931506 0.24113475177304963
26 5 6 16	0.006237006237006237 0.05673758865248227
26 5 7 30	0.15210355987055016 0.20567375886524822
26 5 10 9	0.0696969696969697 0.1347517730496454
26 5 12	0.008620689655172414 0.014184397163120567
26 5 13 16	0.03891509433962264 0.1347517730496454
26 5 14	0.00554016620498615 0.014184397163120567
26 5 14 28	0.03470715835140998 0.0425531914893617
26 5 18 39	0.05860805860805861 0.10638297872340426
26 5 34	0.1254416961130742 0.2553191489361702
26 5 41	0.004862236628849271 0.02127659574468085
26 6 0 14	0.11873840445269017 0.24822695035460993
26 6 3 0	0.025174825174825177 0.09219858156028368
26 6 6 35	0.009402654867256638 0.0425531914893617
26 6 7 14	0.16626506024096385 0.375886524822695
26 6 8	0.13737373737373737 0.24113475177304963
26 6 9 16	0.05853658536585366 0.2907801418439716
26 6 9 27	0.0063006300630063005 0.03546099290780142
26 6 9 41	0.08800370541917554 0.45390070921985815
26 6 13	0.11420612813370473 0.16312056737588654
26 6 13 1	0.13365155131264916 0.3191489361702128
26 6 14	0.02843601895734597 0.09929078014184398
26 6 14 26	0.008306414397784956 0.07801418439716312
26 6 15 18	0.1490066225165563 0.1347517730496454
26 6 16	0.006261180679785331 0.04964539007092199
26 6 18	0.21739130434782608 0.22695035460992907
26 6 27	0.043740573152337855 0.10638297872340426
26 6 31 1	0.012434456928838952 0.23404255319148937
26 6 31 34	0.09128919860627177 0.48936170212765956
26 6 33	0.18831168831168832 0.18439716312056736
26 6 33 26	0.07562277580071175 0.1773049645390071
26 6 40 18	0.1627450980392157 0.2198581560283688
26 6 43	0.17575757575757575 0.15602836879432624
26 6 43 30	0.1544502617801047 0.22695035460992907
26 7 1	0.25448028673835127 0.24113475177304963
26 7 1 1	0.3058103975535168 0.2127659574468085
26 7 4 33	0.2036727879799666 0.20567375886524822
26 7 5	0.08490566037735849 0.14184397163120568
26 7 6 16	0.053988718775181306 0.19148936170212766
26 7 6 41	0.08566275924256087 0.18439716312056736
26 7 7 32	0.043478260869565216 0.1276595744680851
26 7 9 34	0.10106147722246793 0.4326241134751773
26 7 10 1	0.23255813953488372 0.20567375886524822
26 7 27	0.027450980392156862 0.028368794326241134
26 7 31 41	0.10317936412717456 0.46099290780141844
26 7 35	0.06715328467153285 0.1347517730496454
26 7 41 14	0.15820543093270367 0.2624113475177305
26 8 1 41	0.11764705882352941 0.22695035460992907
26 8 3 32	0.056179775280898875 0.06382978723404255
26 8 7 33	0.23579545454545456 0.19148936170212766
26 8 8 34	0.15588235294117647 0.3191489361702128
26 8 14	0.1596958174904943 0.20567375886524822
26 8 14 11	0.07251908396946564 0.1276595744680851
26 8 26 14	0.22727272727272727 0.28368794326241137
26 8 33 0	0.268 0.3404255319148936
26 8 34 3	0.06303724928366762 0.1347517730496454
26 8 34 8	0.0887218045112782 0.2198581560283688
26 8 34 38	0.08319467554076539 0.16312056737588654
26 8 41	0.08753315649867374 0.14893617021276595
26 8 41 1	0.13807531380753138 0.2978723404255319
26 9	0.018518518518518517 0.02127659574468085
26 9 11	0.1465863453815261 0.2127659574468085
26 9 18 20	0.24 0.11347517730496454
26 9 21 31	0.0392156862745098 0.02127659574468085
26 9 28 18	0.20918367346938777 0.15602836879432624
26 9 31 14	0.17983193277310924 0.2624113475177305
26 9 40	0.06748466257668712 0.04964539007092199
26 9 42	0.09905660377358491 0.10638297872340426
26 10 0	0.25263157894736843 0.1702127659574468
26 10 1 0	0.3543859649122807 0.3191489361702128
26 10 2 41	0.11823104693140794 0.3333333333333333
26 10 3 41	0.07317073170731707 0.24822695035460993
26 10 7 37	0.01935483870967742 0.014184397163120567
26 10 34	0.11583924349881797 0.18439716312056736
26 10 37	0.05161290322580645 0.05673758865248227
26 11 9 26	0.02397003745318352 0.07801418439716312
26 11 25	0.07308970099667775 0.09219858156028368
26 11 26 32	0.013368983957219251 0.028368794326241134
26 11 39 13	0.10782241014799154 0.16312056737588654
26 11 40 37	0.06870229007633588 0.0425531914893617
26 12	0.017857142857142856 0.02127659574468085
26 12 1 5	0.022764227642276424 0.1347517730496454
26 12 3 8	0.16666666666666666 0.07092198581560284
26 12 11	0.13774104683195593 0.19148936170212766
26 12 30	0.09785202863961814 0.14893617021276595
26 12 39 20	0.022900763358778626 0.02127659574468085
26 12 42	0.10822510822510822 0.0851063829787234
26 13 14	0.1315345699831366 0.23404255319148937
26 13 14 0	0.14893617021276595 0.3333333333333333
26 13 14 34	0.06442021803766106 0.28368794326241137
26 13 16	0.03550295857988166 0.1276595744680851
26 13 18 0	0.21359223300970873 0.07801418439716312
26 13 33 0	0.26519337016574585 0.18439716312056736
26 13 38 34	0.15007716049382716 0.3900709219858156
26 13 39 40	0.029339853300733496 0.04964539007092199
26 13 41	0.08363636363636363 0.24822695035460993
26 13 41 5	0.0637767812655705 0.3262411347517731
26 13 45	0.008 0.0070921985815602835
26 14 1 14	0.026530612244897958 0.03546099290780142
26 14 9 16	0.05405405405405406 0.3404255319148936
26 14 11 8	0.09451219512195122 0.16312056737588654
26 14 12 16	0.019572953736654804 0.06382978723404255
26 14 13	0.11546840958605664 0.2198581560283688
26 14 14	0.06060606060606061 0.15602836879432624
26 14 16 19	0.028328611898016998 0.09929078014184398
26 14 16 34	0.11943361379027294 0.475177304964539
26 14 20	0.19428571428571428 0.11347517730496454
26 14 25 14	0.15359712230215827 0.46099290780141844
26 14 38	0.07532467532467532 0.24113475177304963
26 14 39	0.020234986945169713 0.10638297872340426
26 14 39 0	0.2598639455782313 0.44680851063829785
26 14 43 1	0.2109617373319545 0.375886524822695
26 15 28 41	0.13011152416356878 0.1347517730496454
26 15 31 13	0.17482517482517482 0.06382978723404255
26 16 1 13	0.19013698630136985 0.2907801418439716
26 16 1 43	0.156355455568054 0.24113475177304963
26 16 3	0.07288135593220339 0.15602836879432624
26 16 6 34	0.11658717541070482 0.3262411347517731
26 16 10 33	0.20763723150357996 0.23404255319148937
26 16 11 13	0.20113851992409867 0.19148936170212766
26 16 13	0.11926605504587157 0.16312056737588654
26 16 14	0.007594936708860759 0.03546099290780142
26 16 18	0.17662337662337663 0.24822695035460993
26 16 26 13	0.1586466165413534 0.1773049645390071
26 16 28 11	0.09363295880149813 0.19148936170212766
26 16 30 43	0.10062893081761007 0.2978723404255319
26 16 31	0.009881422924901186 0.028368794326241134
26 16 31 34	0.08991399530883502 0.3333333333333333
26 16 33	0.04778156996587031 0.07801418439716312
26 16 33 5	0.1516164994425864 0.16312056737588654
26 16 33 35	0.11287128712871287 0.0851063829787234
26 16 35 13	0.11816192560175055 0.18439716312056736
26 16 37 14	0.20925925925925926 0.3120567375886525
26 16 38	0.05182341650671785 0.10638297872340426
26 16 38 11	0.11952861952861953 0.2765957446808511
26 16 39	0.0379746835443038 0.05673758865248227
26 16 39 0	0.19919354838709677 0.3049645390070922
26 16 39 26	0.03762227238525207 0.07092198581560284
26 16 40 13	0.12312312312312312 0.10638297872340426
26 16 41 37	0.023306627822286964 0.1276595744680851
26 16 42 8	0.1662531017369727 0.09219858156028368
26 16 43	0.21038961038961038 0.24822695035460993
26 17 0	0.03571428571428571 0.014184397163120567
26 17 12	0.2 0.05673758865248227
26 18 12 8	0.13043478260869565 0.0851063829787234
26 18 27 0	0.29310344827586204 0.07801418439716312
26 18 39	0.05574912891986063 0.0851063829787234
26 19	0.017857142857142856 0.0070921985815602835
26 19 6 31	0.0527086383601757 0.1276595744680851
26 19 11	0.1794871794871795 0.07801418439716312
26 19 13 18	0.1651376146788991 0.1347517730496454
26 19 26 11	0.11688311688311688 0.1276595744680851
26 19 42	0.31343283582089554 0.0851063829787234
26 20 0 18	0.28431372549019607 0.11347517730496454
26 20 41	0.125 0.028368794326241134
26 25 3 43	0.15079365079365079 0.09929078014184398
26 25 11 1	0.1598639455782313 0.09929078014184398
26 25 36	0.125 0.0425531914893617
26 25 41 41	0.08465116279069768 0.20567375886524822
26 25 42	0.08490566037735849 0.05673758865248227
26 26 0	0.2982456140350877 0.2553191489361702
26 26 2 14	0.1522248243559719 0.19858156028368795
26 26 4 41	0.13959390862944163 0.1773049645390071
26 26 6 18	0.19047619047619047 0.2198581560283688
26 26 9	0.020833333333333332 0.014184397163120567
26 26 12	0.022026431718061675 0.03546099290780142
26 26 16 13	0.11967545638945233 0.12056737588652482
26 26 28 39	0.096875 0.04964539007092199
26 26 30	0.00468384074941452 0.0070921985815602835
26 26 31 14	0.03426791277258567 0.07092198581560284
26 26 31 18	0.17783505154639176 0.19858156028368795
26 26 31 28	0.047516198704103674 0.07092198581560284
26 26 32	0.03260869565217391 0.02127659574468085
26 26 34	0.15206185567010308 0.2127659574468085
26 26 41	0.009191176470588236 0.02127659574468085
26 27 1 14	0.19781718963165076 0.2553191489361702
26 27 11 31	0.06832298136645963 0.09929078014184398
26 27 14	0.20043103448275862 0.2624113475177305
26 27 14 5	0.08541320022185246 0.23404255319148937
26 27 16 11	0.14678899082568808 0.19858156028368795
26 27 17 41	0.04672897196261682 0.02127659574468085
26 27 31	0.041666666666666664 0.09929078014184398
26 27 31 0	0.1 0.11347517730496454
26 27 31 30	0.15562565720294427 0.20567375886524822
26 27 34 8	0.1537433155080214 0.2198581560283688
26 27 34 45	0.4028776978417266 0.1276595744680851
26 27 35 14	0.22247972190034762 0.2695035460992908
26 27 41	0.1271860095389507 0.28368794326241137
26 28 8 0	0.35542168674698793 0.1702127659574468
26 28 9 13	0.13101604278074866 0.24822695035460993
26 28 14	0.19369369369369369 0.19148936170212766
26 28 39	0.07960199004975124 0.05673758865248227
26 29 4 32	0.039473684210526314 0.0425531914893617
26 29 11 14	0.22268907563025211 0.14893617021276595
26 29 14	0.23125 0.1702127659574468
26 29 31	0.06461538461538462 0.11347517730496454
26 29 40 16	0.11372549019607843 0.12056737588652482
26 29 43 34	0.19827586206896552 0.09219858156028368
26 30 0	0.32696390658174096 0.3971631205673759
26 30 12	0.0300187617260788 0.09219858156028368
26 30 14 18	0.11740890688259109 0.24822695035460993
26 30 16 13	0.10892307692307693 0.24113475177304963
26 30 16 43	0.16036866359447005 0.28368794326241137
26 30 25	0.022113022113022112 0.0425531914893617
26 30 34	0.16752577319587628 0.3475177304964539
26 30 37	0.019157088122605363 0.05673758865248227
26 30 41	0.0009250693802035153 0.0070921985815602835
26 30 41 18	0.13502398903358465 0.3333333333333333
26 30 43 41	0.07947019867549669 0.20567375886524822
26 31 1 13	0.17615793470007593 0.23404255319148937
26 31 3	0.08899297423887588 0.16312056737588654
26 31 8	0.05245901639344262 0.07092198581560284
26 31 8 9	0.023192360163710776 0.09219858156028368
26 31 8 11	0.10481099656357389 0.19858156028368795
26 31 11 43	0.08679245283018867 0.1276595744680851
26 31 13	0.11691542288557213 0.14893617021276595
26 31 13 1	0.16739446870451238 0.2553191489361702
26 31 14 34	0.11707035755478662 0.3333333333333333
26 31 15 14	0.059548254620123205 0.14893617021276595
26 31 17 39	0.04861111111111111 0.05673758865248227
26 31 18	0.14749262536873156 0.1773049645390071
26 31 27 11	0.056338028169014086 0.07801418439716312
26 31 28 36	0.08124253285543608 0.10638297872340426
26 31 32 14	0.12610837438423644 0.19858156028368795
26 31 37 14	0.18786857624262848 0.3333333333333333
26 31 38	0.04883227176220807 0.11347517730496454
26 31 38 42	0.06597222222222222 0.0851063829787234
26 31 41	0.014155712841253791 0.07801418439716312
26 31 41 34	0.11454311454311454 0.36879432624113473
26 31 43	0.09302325581395349 0.10638297872340426
26 32	0.04716981132075472 0.03546099290780142
26 32 11	0.1457286432160804 0.11347517730496454
26 32 30	0.0790273556231003 0.10638297872340426
26 32 36	0.2777777777777778 0.05673758865248227
26 32 38 18	0.2222222222222222 0.1773049645390071
26 32 40 5	0.09615384615384616 0.12056737588652482
26 32 41 41	0.13653952459922608 0.28368794326241137
26 33 8 44	0.08587257617728532 0.09929078014184398
26 33 16	0.10136986301369863 0.15602836879432624
26 33 18 25	0.05181347150259067 0.07092198581560284
26 33 21 9	0.07258064516129033 0.06382978723404255
26 33 31	0.0718232044198895 0.09929078014184398
26 33 32 3	0.11491935483870967 0.2127659574468085
26 33 36 41	0.09846827133479212 0.14893617021276595
26 33 39	0.08982035928143713 0.04964539007092199
26 33 41	0.1301775147928994 0.18439716312056736
26 34	0.11080332409972299 0.2198581560283688
26 34 1	0.3076923076923077 0.3475177304964539
26 34 2 13	0.11148648648648649 0.10638297872340426
26 34 5	0.07941176470588235 0.23404255319148937
26 34 5 36	0.060860440713536204 0.1276595744680851
26 34 8 33	0.07085201793721974 0.1702127659574468
26 34 9 0	0.2978924934880417 0.49645390070921985
26 34 9 34	0.12244463373083475 0.48226950354609927
26 34 14	0.0047169811320754715 0.02127659574468085
26 34 14 39	0.05732778548312529 0.2907801418439716
26 34 17 30	0.13034482758620689 0.2127659574468085
26 34 18 43	0.19846796657381616 0.3191489361702128
26 34 26	0.07246376811594203 0.1773049645390071
26 34 30	0.1668584579976985 0.3120567375886525
26 34 30 5	0.09298660362490149 0.3971631205673759
26 34 35 1	0.22358015815959742 0.3900709219858156
26 34 36 1	0.06497622820919176 0.2198581560283688
26 34 37 34	0.17123287671232876 0.3049645390070922
26 34 38 18	0.14947683109118087 0.24113475177304963
26 34 38 33	0.026422764227642278 0.07092198581560284
26 34 39 14	0.1710646041856233 0.4397163120567376
26 34 41 39	0.07679003804911795 0.24113475177304963
26 35 0	0.3284132841328413 0.2553191489361702
26 35 7 30	0.1736613603473227 0.19858156028368795
26 35 12	0.04938271604938271 0.03546099290780142
26 35 30 34	0.16990291262135923 0.24822695035460993
26 35 34 1	0.3253731343283582 0.2978723404255319
26 35 41 38	0.10340314136125654 0.15602836879432624
26 36 9	0.07407407407407407 0.04964539007092199
26 36 12 36	0.0621301775147929 0.03546099290780142
26 36 33 16	0.07203389830508475 0.0425531914893617
26 36 34	0.1040268456375839 0.12056737588652482
26 36 40 9	0.046511627906976744 0.0851063829787234
26 37	0.011764705882352941 0.014184397163120567
26 37 1	0.10027855153203342 0.1347517730496454
26 37 5	0.042505592841163314 0.07092198581560284
26 37 10 35	0.03557312252964427 0.0851063829787234
26 37 11	0.1346704871060172 0.18439716312056736
26 37 12 34	0.15178571428571427 0.3829787234042553
26 37 16 14	0.17549167927382753 0.425531914893617
26 37 16 41	0.08463817181548879 0.3546099290780142
26 37 31	0.004073319755600814 0.014184397163120567
26 37 32 34	0.11322645290581163 0.2624113475177305
26 38 4 32	0.005780346820809248 0.014184397163120567
26 38 14	0.18316831683168316 0.2765957446808511
26 38 33 0	0.3228346456692913 0.16312056737588654
26 38 37 13	0.12813370473537605 0.15602836879432624
26 38 37 18	0.15422885572139303 0.14893617021276595
26 38 39 44	0.030612244897959183 0.02127659574468085
26 38 41	0.119281045751634 0.24822695035460993
26 38 43 0	0.2215909090909091 0.15602836879432624
26 39 7 14	0.12371134020618557 0.1773049645390071
26 39 8	0.03482587064676617 0.0425531914893617
26 39 14	0.03067484662576687 0.07092198581560284
26 39 14 30	0.012138970280452072 0.10638297872340426
26 39 18	0.14545454545454545 0.0851063829787234
26 39 28	0.0672782874617737 0.10638297872340426
26 39 31	0.021505376344086023 0.0425531914893617
26 39 31 0	0.19471947194719472 0.2553191489361702
26 39 32 16	0.05405405405405406 0.09929078014184398
26 39 36 27	0.11 0.02127659574468085
26 39 39	0.01932367149758454 0.03546099290780142
26 39 39 30	0.07728181212524983 0.10638297872340426
26 39 39 34	0.02402826855123675 0.12056737588652482
26 39 43	0.14835164835164835 0.1276595744680851
26 40 12	0.125 0.028368794326241134
26 40 16 20	0.15555555555555556 0.0425531914893617
26 40 28 14	0.15384615384615385 0.09219858156028368
26 41 1	0.003703703703703704 0.02127659574468085
26 41 3	0.046224961479198766 0.14893617021276595
26 41 8 1	0.24546424759871932 0.3900709219858156
26 41 8 42	0.15863453815261044 0.14893617021276595
26 41 13	0.13754045307443366 0.28368794326241137
26 41 14	0.019675925925925927 0.07092198581560284
26 41 14 0	0.29057187017001546 0.375886524822695
26 41 16 34	0.11952512678653758 0.49645390070921985
26 41 18	0.1583198707592892 0.2978723404255319
26 41 28	0.03389830508474576 0.0851063829787234
26 41 28 30	0.1175222740772168 0.3333333333333333
26 41 30 13	0.12829957028852057 0.24822695035460993
26 41 30 39	0.011174512601046125 0.09929078014184398
26 41 30 45	0.29652605459057074 0.24822695035460993
26 41 33	0.12614259597806216 0.19858156028368795
26 41 33 5	0.12007062978222484 0.24113475177304963
26 41 35 18	0.26171637248934876 0.3191489361702128
26 41 37 41	0.11074766355140186 0.41134751773049644
26 41 38	0.07024029574861368 0.18439716312056736
26 41 39	0.0137221269296741 0.0851063829787234
26 41 41 37	0.06875631951466127 0.16312056737588654
26 41 43	0.13143631436314362 0.28368794326241137
26 41 43 11	0.10603588907014681 0.24113475177304963
26 41 45	0.2757009345794392 0.2127659574468085
26 42 0	0.36363636363636365 0.05673758865248227
26 42 9	0.05301204819277108 0.09219858156028368
26 42 25	0.08695652173913043 0.0851063829787234
26 42 37	0.09243697478991597 0.06382978723404255
26 43 16	0.06637168141592921 0.07801418439716312
26 43 43 19	0.12359550561797752 0.03546099290780142
26 44	0.05555555555555555 0.028368794326241134
26 44 0 0	0.4838709677419355 0.1276595744680851
26 44 0 34	0.125 0.06382978723404255
26 44 36	0.027777777777777776 0.02127659574468085
26 44 42	0.2361111111111111 0.07092198581560284
26 45 14 0	0.05421686746987952 0.06382978723404255
27 0 3	0.07051282051282051 0.06382978723404255
27 0 5 38	0.06871868289191124 0.16312056737588654
27 0 9 41	0.10123239436619719 0.28368794326241137
27 0 18 15	0.06401384083044982 0.0851063829787234
27 0 18 26	0.07085714285714285 0.11347517730496454
27 0 20	0.25133689839572193 0.16312056737588654
27 0 28	0.04597701149425287 0.04964539007092199
